billno;itemname;quantity;date;price;customerid;country
537594;RED TOADSTOOL LED NIGHT LIGHT;12;07.12.2010 12:28;1,65;12647.0;Germany
537594;IVORY KITCHEN SCALES;2;07.12.2010 12:28;8,5;12647.0;Germany
537594;KIDS RAIN MAC PINK;24;07.12.2010 12:28;0,85;12647.0;Germany
537594;TOADSTOOL MONEY BOX;6;07.12.2010 12:28;2,95;12647.0;Germany
537594;SET OF 6 STRAWBERRY CHOPSTICKS;12;07.12.2010 12:28;1,25;12647.0;Germany
537594;POSTAGE;5;07.12.2010 12:28;18;12647.0;Germany
537673;RED GINGHAM ROSE JEWELLERY BOX;10;08.12.2010 09:49;1,65;12709.0;Germany
537673;GUMBALL COAT RACK;36;08.12.2010 09:49;2,1;12709.0;Germany
537673;RED KITCHEN SCALES;24;08.12.2010 09:49;7,65;12709.0;Germany
537673;MINT KITCHEN SCALES;6;08.12.2010 09:49;8,5;12709.0;Germany
537673;SCANDINAVIAN REDS RIBBONS;24;08.12.2010 09:49;1,25;12709.0;Germany
537673;36 PENCILS TUBE RED RETROSPOT;32;08.12.2010 09:49;1,25;12709.0;Germany
537673;POSTAGE;7;08.12.2010 09:49;18;12709.0;Germany
537892;POSTAGE;1;09.12.2010 10:13;18;12481.0;Germany
537892;BABUSHKA LIGHTS STRING OF 10;2;09.12.2010 10:13;6,75;12481.0;Germany
537892;CHILDS BREAKFAST SET CIRCUS PARADE;2;09.12.2010 10:13;8,5;12481.0;Germany
537892;SET 12 KIDS COLOUR  CHALK STICKS;24;09.12.2010 10:13;0,42;12481.0;Germany
537892;VINTAGE HEADS AND TAILS CARD GAME;12;09.12.2010 10:13;1,25;12481.0;Germany
537892;4 TRADITIONAL SPINNING TOPS;12;09.12.2010 10:13;1,25;12481.0;Germany
537892;PLASTERS IN TIN CIRCUS PARADE;12;09.12.2010 10:13;1,65;12481.0;Germany
537892;RETROSPOT CHILDRENS APRON;8;09.12.2010 10:13;1,95;12481.0;Germany
537892;ROUND SNACK BOXES SET OF4 WOODLAND;6;09.12.2010 10:13;2,95;12481.0;Germany
537892;ROUND SNACK BOXES SET OF 4 FRUITS;6;09.12.2010 10:13;2,95;12481.0;Germany
537894;CHRISTMAS LIGHTS 10 VINTAGE BAUBLES;3;09.12.2010 10:16;4,95;12621.0;Germany
537894;3 PIECE SPACEBOY COOKIE CUTTER SET;6;09.12.2010 10:16;2,1;12621.0;Germany
537894;CHILDREN'S SPACEBOY MUG;12;09.12.2010 10:16;1,65;12621.0;Germany
537894;PLASTERS IN TIN SPACEBOY;24;09.12.2010 10:16;1,65;12621.0;Germany
537894;WOODLAND  STICKERS;36;09.12.2010 10:16;0,85;12621.0;Germany
537894;WOODLAND PARTY BAG + STICKER SET;24;09.12.2010 10:16;1,65;12621.0;Germany
537894;ROUND SNACK BOXES SET OF4 WOODLAND;30;09.12.2010 10:16;2,95;12621.0;Germany
537894;ALARM CLOCK BAKELIKE IVORY;12;09.12.2010 10:16;3,75;12621.0;Germany
537894;ALARM CLOCK BAKELIKE RED;12;09.12.2010 10:16;3,75;12621.0;Germany
537894;ALARM CLOCK BAKELIKE CHOCOLATE;12;09.12.2010 10:16;3,75;12621.0;Germany
537894;TEA FOR ONE POLKADOT;6;09.12.2010 10:16;4,25;12621.0;Germany
537894;BROCADE RING PURSE;36;09.12.2010 10:16;0,21;12621.0;Germany
537894;PACK OF 6 BIRDY GIFT TAGS;12;09.12.2010 10:16;1,25;12621.0;Germany
537894;POSTAGE;2;09.12.2010 10:16;18;12621.0;Germany
537995;METAL 4 HOOK HANGER FRENCH CHATEAU;8;09.12.2010 11:39;2,95;12712.0;Germany
537995;3 HOOK PHOTO SHELF ANTIQUE WHITE;8;09.12.2010 11:39;8,5;12712.0;Germany
537995;12 PENCIL SMALL TUBE WOODLAND;24;09.12.2010 11:39;0,65;12712.0;Germany
537995;FAWN BLUE HOT WATER BOTTLE;6;09.12.2010 11:39;2,95;12712.0;Germany
537995;STRAWBERRY LUNCH BOX WITH CUTLERY;6;09.12.2010 11:39;2,55;12712.0;Germany
537995;LUNCH BOX WITH CUTLERY RETROSPOT;6;09.12.2010 11:39;2,55;12712.0;Germany
537995;HOLIDAY FUN LUDO;4;09.12.2010 11:39;3,75;12712.0;Germany
537995;WOODEN FRAME ANTIQUE WHITE;6;09.12.2010 11:39;2,95;12712.0;Germany
537995;BROCANTE COAT RACK;2;09.12.2010 11:39;9,95;12712.0;Germany
537995;POSTAGE;2;09.12.2010 11:39;18;12712.0;Germany
537995;PINK PADDED MOBILE;12;09.12.2010 11:39;4,25;12712.0;Germany
538174;SET OF 72 RETROSPOT PAPER  DOILIES;12;10.12.2010 09:35;1,45;12471.0;Germany
538174;PACK OF 72 RETROSPOT CAKE CASES;24;10.12.2010 09:35;0,55;12471.0;Germany
538174;WOODLAND DESIGN  COTTON TOTE BAG;24;10.12.2010 09:35;2,25;12471.0;Germany
538174;BIG DOUGHNUT FRIDGE MAGNETS;72;10.12.2010 09:35;0,85;12471.0;Germany
538174;RECYCLED PENCIL WITH RABBIT ERASER;60;10.12.2010 09:35;0,21;12471.0;Germany
538174;RED TOADSTOOL LED NIGHT LIGHT;48;10.12.2010 09:35;1,65;12471.0;Germany
538174;RAIN PONCHO RETROSPOT;24;10.12.2010 09:35;0,85;12471.0;Germany
538174;STRAWBERRY CERAMIC TRINKET BOX;36;10.12.2010 09:35;1,25;12471.0;Germany
538174;6 RIBBONS RUSTIC CHARM;24;10.12.2010 09:35;1,65;12471.0;Germany
538174;ROUND SNACK BOXES SET OF4 WOODLAND;12;10.12.2010 09:35;2,95;12471.0;Germany
538174;REGENCY CAKESTAND 3 TIER;32;10.12.2010 09:35;10,95;12471.0;Germany
538174;TV DINNER TRAY DOLLY GIRL;12;10.12.2010 09:35;4,95;12471.0;Germany
538174;PENCIL CASE LIFE IS BEAUTIFUL;12;10.12.2010 09:35;2,95;12471.0;Germany
538174;PLASTERS IN TIN WOODLAND ANIMALS;24;10.12.2010 09:35;1,65;12471.0;Germany
538174;PLASTERS IN TIN CIRCUS PARADE;24;10.12.2010 09:35;1,65;12471.0;Germany
538174;PLASTERS IN TIN STRONGMAN;24;10.12.2010 09:35;1,65;12471.0;Germany
538174;CERAMIC STRAWBERRY CAKE MONEY BANK;36;10.12.2010 09:35;1,45;12471.0;Germany
538174;CERAMIC CHERRY CAKE MONEY BANK;12;10.12.2010 09:35;1,45;12471.0;Germany
538174;STRAWBERRY FAIRY CAKE TEAPOT;8;10.12.2010 09:35;4,95;12471.0;Germany
538174;PACK OF 12 TRADITIONAL CRAYONS;24;10.12.2010 09:35;0,42;12471.0;Germany
538174;PACK OF 20 NAPKINS PANTRY DESIGN;24;10.12.2010 09:35;0,85;12471.0;Germany
538174;PACK OF 20 NAPKINS RED APPLES;24;10.12.2010 09:35;0,85;12471.0;Germany
538174;OVEN MITT APPLES DESIGN;20;10.12.2010 09:35;1,45;12471.0;Germany
538174;SET 7 BABUSHKA NESTING BOXES;2;10.12.2010 09:35;8,5;12471.0;Germany
538174;BREAD BIN DINER STYLE PINK;4;10.12.2010 09:35;14,95;12471.0;Germany
538174;ALARM CLOCK BAKELIKE PINK;24;10.12.2010 09:35;3,75;12471.0;Germany
538174;HEN HOUSE W CHICK STANDING;24;10.12.2010 09:35;0,42;12471.0;Germany
538174;ROSE COTTAGE KEEPSAKE BOX;8;10.12.2010 09:35;8,5;12471.0;Germany
538174;PACK OF 12 COLOURED PENCILS;12;10.12.2010 09:35;0,85;12471.0;Germany
538174;FUNKY DIVA PEN;96;10.12.2010 09:35;0,85;12471.0;Germany
538174;CHEST OF DRAWERS GINGHAM HEART;1;10.12.2010 09:35;16,95;12471.0;Germany
538174;ROUND SNACK BOXES SET OF4 WOODLAND;12;10.12.2010 09:35;2,95;12471.0;Germany
538174;TRADITIONAL KNITTING NANCY;12;10.12.2010 09:35;1,45;12471.0;Germany
538174;BAKING MOULD CHOCOLATE CUPCAKES;12;10.12.2010 09:35;2,55;12471.0;Germany
538174;POPPY'S PLAYHOUSE LIVINGROOM;12;10.12.2010 09:35;2,1;12471.0;Germany
538174;POPPY'S PLAYHOUSE BEDROOM;12;10.12.2010 09:35;2,1;12471.0;Germany
538174;POPPY'S PLAYHOUSE KITCHEN;6;10.12.2010 09:35;2,1;12471.0;Germany
538174;LIPSTICK PEN RED;100;10.12.2010 09:35;0,36;12471.0;Germany
538174;SET OF 3 NOTEBOOKS IN PARCEL;12;10.12.2010 09:35;1,65;12471.0;Germany
538174;PICTURE DOMINOES;12;10.12.2010 09:35;1,45;12471.0;Germany
538174;RED KITCHEN SCALES;12;10.12.2010 09:35;7,65;12471.0;Germany
538174;SWEETHEART CERAMIC TRINKET BOX;12;10.12.2010 09:35;1,25;12471.0;Germany
538174;SAVE THE PLANET COTTON TOTE BAG;18;10.12.2010 09:35;2,25;12471.0;Germany
538174;SET OF 6 T-LIGHTS EASTER CHICKS;18;10.12.2010 09:35;2,95;12471.0;Germany
538174;ASSORTED EASTER DECORATIONS  BELLS;18;10.12.2010 09:35;1,25;12471.0;Germany
538174;EASTER TIN BUNNY BOUQUET;12;10.12.2010 09:35;1,65;12471.0;Germany
538174;BAKING MOULD EASTER EGG WHITE CHOC;12;10.12.2010 09:35;2,95;12471.0;Germany
538175;POSTAGE;21;10.12.2010 09:48;18;12471.0;Germany
538644;CHILDS BREAKFAST SET CIRCUS PARADE;1;13.12.2010 14:39;8,5;12476.0;Germany
538644;GLASS  BEURRE DISH;1;13.12.2010 14:39;3,95;12476.0;Germany
